Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumberCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Rarely,Research & Development,2,Masters,Life Sciences,1294,High,Female,High,Experienced,Manufacturing Director,Medium,Single,5410,9,Yes,11,Excellent,Very High,None,18,2,Better,16,14,5,12
44,Yes,Travel_Rarely,Research & Development,15,Bachelors,Medical,1295,Low,Female,High,Senior,Healthcare Representative,Very High,Married,7978,1,No,11,Excellent,Very High,Low,10,2,Better,10,7,0,5
28,No,Travel_Frequently,Research & Development,2,Bachelors,Life Sciences,1296,Very High,Male,Medium,Entry,Laboratory Technician,Very High,Married,3867,1,Yes,12,Excellent,Medium,Low,2,2,Better,2,2,2,2
51,No,Travel_Frequently,Research & Development,6,College,Medical,1297,Medium,Female,Medium,Entry,Laboratory Technician,High,Single,2838,0,No,14,Excellent,Medium,None,8,6,Good,7,0,7,7
30,No,Non-Travel,Research & Development,9,College,Medical,1298,High,Female,High,Experienced,Manufacturing Director,High,Single,4695,7,Yes,18,Excellent,High,None,10,3,Better,8,4,1,7
29,Yes,Travel_Rarely,Research & Development,7,Bachelors,Technical Degree,1299,Medium,Female,High,Entry,Laboratory Technician,High,Divorced,3339,3,Yes,13,Excellent,Low,Medium,10,2,Better,7,7,7,7
28,No,Travel_Rarely,Research & Development,1,Bachelors,Technical Degree,1301,Very High,Male,High,Entry,Research Scientist,Low,Single,2080,2,No,11,Excellent,Medium,None,5,2,Good,3,2,1,2
25,No,Travel_Rarely,Research & Development,1,Bachelors,Medical,1303,Very High,Female,High,Entry,Research Scientist,Medium,Single,2096,1,No,18,Excellent,Very High,None,2,3,Good,2,2,2,1
32,No,Travel_Rarely,Sales,8,Bachelors,Medical,1304,High,Male,Very High,Experienced,Sales Executive,Very High,Married,6209,1,No,15,Excellent,High,Medium,10,4,Best,10,7,0,8
45,No,Travel_Frequently,Research & Development,25,Bachelors,Medical,1306,Medium,Female,High,Director,Manager,Medium,Single,18061,3,No,22,Outstanding,High,None,22,4,Better,0,0,0,0
39,No,Travel_Rarely,Research & Development,13,Masters,Medical,1307,High,Female,Medium,Manager,Manager,Medium,Divorced,17123,6,Yes,13,Excellent,Very High,Medium,21,4,Better,19,9,15,2
58,No,Travel_Rarely,Research & Development,23,Masters,Life Sciences,1308,Low,Male,High,Entry,Research Scientist,High,Divorced,2372,1,No,12,Excellent,Very High,Medium,2,3,Better,2,2,2,2
32,Yes,Travel_Rarely,Research & Development,7,College,Life Sciences,1309,Very High,Male,High,Experienced,Laboratory Technician,High,Married,4883,1,No,18,Excellent,Low,Low,10,3,Better,10,4,1,1
39,Yes,Travel_Rarely,Research & Development,23,Bachelors,Medical,1310,High,Male,High,Entry,Research Scientist,Low,Single,3904,0,No,13,Excellent,Low,None,6,2,Better,5,2,0,3
30,No,Travel_Rarely,Research & Development,6,Bachelors,Technical Degree,1311,Low,Female,Medium,Experienced,Laboratory Technician,Very High,Married,4627,0,No,12,Excellent,Low,Low,10,6,Better,9,2,6,7
36,No,Travel_Rarely,Research & Development,10,Masters,Technical Degree,1312,Very High,Female,High,Senior,Healthcare Representative,High,Married,7094,3,No,12,Excellent,Low,None,10,0,Better,7,7,1,7
46,No,Travel_Rarely,Human Resources,1,College,Life Sciences,1314,Very High,Female,High,Entry,Human Resources,Low,Single,3423,6,No,12,Excellent,High,None,10,3,Best,7,6,5,7
28,No,Non-Travel,Research & Development,1,Bachelors,Life Sciences,1315,High,Female,Low,Experienced,Laboratory Technician,Very High,Married,6674,0,No,11,Excellent,Low,High,10,6,Better,9,8,7,5
50,No,Travel_Rarely,Research & Development,28,Bachelors,Life Sciences,1317,Very High,Female,High,Manager,Research Director,Low,Married,16880,4,Yes,11,Excellent,Medium,None,25,2,Better,3,2,1,2
40,Yes,Travel_Rarely,Sales,25,Masters,Marketing,1318,Very High,Male,Medium,Senior,Sales Executive,Medium,Single,9094,2,Yes,12,Excellent,High,None,9,2,Better,5,4,1,0
52,Yes,Travel_Rarely,Sales,5,Bachelors,Life Sciences,1319,Medium,Male,High,Senior,Sales Executive,Medium,Single,8446,9,Yes,19,Excellent,High,None,10,2,Good,8,7,7,7
30,No,Travel_Rarely,Research & Development,17,Masters,Medical,1321,Medium,Female,High,Senior,Manager,Low,Married,11916,1,Yes,23,Outstanding,Very High,Medium,9,2,Better,9,1,0,8
39,No,Travel_Rarely,Research & Development,18,College,Life Sciences,1322,Low,Male,High,Experienced,Manufacturing Director,High,Single,4534,0,No,11,Excellent,Low,None,9,6,Better,8,7,1,7
31,No,Non-Travel,Sales,2,Masters,Life Sciences,1324,Very High,Female,High,Senior,Sales Executive,High,Divorced,9852,1,Yes,19,Excellent,Low,Low,10,5,Good,10,8,9,6
41,No,Non-Travel,Sales,10,College,Medical,1329,High,Male,Low,Experienced,Sales Executive,Medium,Single,6151,1,No,13,Excellent,Low,None,19,4,Better,19,2,11,9
31,Yes,Travel_Frequently,Sales,1,Bachelors,Life Sciences,1331,Very High,Female,High,Entry,Sales Representative,Medium,Single,2302,1,Yes,11,Excellent,Low,None,3,2,Best,3,2,2,2
44,Yes,Travel_Rarely,Research & Development,3,Bachelors,Life Sciences,1333,Low,Male,High,Entry,Laboratory Technician,Low,Married,2362,4,No,12,Excellent,High,None,10,4,Best,3,2,1,2
42,No,Non-Travel,Research & Development,2,Below College,Life Sciences,1334,High,Male,High,Manager,Manager,High,Married,17861,0,Yes,13,Excellent,Very High,None,21,3,Good,20,8,2,10
55,No,Travel_Rarely,Research & Development,2,College,Medical,1336,Very High,Female,Low,Director,Manager,High,Married,19187,4,No,14,Excellent,Very High,Low,23,5,Better,19,9,9,11
56,No,Travel_Rarely,Human Resources,8,Masters,Life Sciences,1338,Very High,Male,High,Director,Manager,Medium,Single,19717,6,No,14,Excellent,Low,None,36,4,Better,7,3,7,7
40,No,Non-Travel,Research & Development,16,College,Life Sciences,1340,High,Male,High,Entry,Research Scientist,High,Divorced,3544,9,No,16,Excellent,Medium,Low,6,0,Better,4,2,0,0
34,No,Travel_Rarely,Research & Development,9,Bachelors,Life Sciences,1344,Very High,Male,High,Senior,Healthcare Representative,Very High,Divorced,8500,0,No,11,Excellent,Very High,Low,10,0,Good,9,7,1,6
40,No,Travel_Rarely,Research & Development,2,Bachelors,Life Sciences,1346,High,Male,High,Experienced,Research Scientist,Very High,Single,4661,1,No,13,Excellent,High,None,9,4,Better,9,8,8,8
41,No,Travel_Frequently,Sales,1,Bachelors,Marketing,1349,High,Female,High,Experienced,Sales Executive,Low,Divorced,4103,0,No,17,Excellent,Very High,Low,10,2,Better,9,3,1,7
35,No,Travel_Frequently,Research & Development,4,Masters,Life Sciences,1350,High,Male,High,Experienced,Research Scientist,High,Single,4249,1,Yes,11,Excellent,Medium,None,9,3,Better,9,6,1,1
51,No,Travel_Rarely,Human Resources,5,Bachelors,Life Sciences,1352,High,Male,High,Manager,Manager,Medium,Divorced,14026,1,Yes,11,Excellent,Medium,Low,33,2,Better,33,9,0,10
38,No,Travel_Rarely,Sales,2,College,Life Sciences,1355,Medium,Female,High,Experienced,Sales Executive,Low,Divorced,6893,3,No,15,Excellent,Very High,Low,11,3,Better,7,7,1,7
34,No,Travel_Rarely,Sales,15,College,Medical,1356,High,Female,High,Experienced,Sales Executive,Low,Single,6125,1,No,12,Excellent,Very High,None,10,6,Best,10,8,9,6
25,No,Travel_Rarely,Research & Development,19,Below College,Medical,1358,Very High,Male,High,Entry,Laboratory Technician,Very High,Married,3669,3,No,11,Excellent,High,High,7,6,Good,3,2,1,2
58,Yes,Travel_Rarely,Research & Development,7,Masters,Medical,1360,High,Female,Medium,Senior,Manufacturing Director,Low,Married,10008,7,Yes,14,Excellent,Very High,None,31,0,Good,10,9,5,9
40,No,Travel_Rarely,Research & Development,1,Masters,Life Sciences,1361,Medium,Male,High,Entry,Laboratory Technician,Medium,Married,2387,3,No,22,Outstanding,High,Low,7,3,Better,4,2,0,3
36,No,Travel_Frequently,Sales,7,Bachelors,Marketing,1362,Low,Female,Very High,Experienced,Sales Executive,Low,Married,4639,2,No,16,Excellent,Very High,Low,17,2,Good,15,7,6,13
48,No,Travel_Rarely,Research & Development,4,Bachelors,Life Sciences,1363,Very High,Male,High,Senior,Manufacturing Director,Very High,Single,7898,1,No,11,Excellent,High,None,11,2,Better,10,9,0,8
27,No,Travel_Rarely,Sales,11,Bachelors,Medical,1364,High,Female,Very High,Entry,Sales Representative,Very High,Married,2534,8,No,14,Excellent,Medium,Low,5,4,Better,1,0,0,0
51,No,Travel_Rarely,Research & Development,11,College,Technical Degree,1367,Very High,Female,Medium,Manager,Manufacturing Director,Medium,Single,13142,3,No,16,Excellent,Medium,None,29,1,Good,5,2,0,3
18,No,Non-Travel,Research & Development,1,Bachelors,Life Sciences,1368,Very High,Female,High,Entry,Laboratory Technician,Very High,Single,1611,1,No,15,Excellent,High,None,0,5,Best,0,0,0,0
35,No,Travel_Rarely,Research & Development,1,Bachelors,Medical,1369,Very High,Female,Medium,Experienced,Laboratory Technician,Very High,Married,5363,0,No,12,Excellent,Medium,Low,10,0,Better,9,7,0,0
27,No,Travel_Frequently,Sales,2,Below College,Life Sciences,1371,Very High,Male,Low,Experienced,Sales Executive,Very High,Single,5071,3,No,20,Outstanding,Medium,None,8,3,Better,6,2,0,0
55,Yes,Travel_Rarely,Sales,13,Masters,Marketing,1372,Low,Male,Very High,Manager,Sales Executive,High,Single,13695,6,Yes,17,Excellent,High,None,24,2,Good,19,7,3,8
56,No,Travel_Rarely,Research & Development,23,Bachelors,Life Sciences,1373,Very High,Male,High,Manager,Manufacturing Director,Medium,Married,13402,4,Yes,12,Excellent,Low,Low,33,0,Better,19,16,15,9
34,No,Non-Travel,Research & Development,26,Below College,Technical Degree,1374,Low,Female,Medium,Entry,Research Scientist,High,Divorced,2029,1,No,20,Outstanding,High,High,5,2,Better,5,4,0,0
40,No,Travel_Rarely,Research & Development,2,Below College,Medical,1375,Medium,Female,Very High,Experienced,Healthcare Representative,High,Divorced,6377,5,No,20,Outstanding,Medium,High,15,0,Better,12,11,11,8
34,No,Travel_Rarely,Research & Development,29,Bachelors,Medical,1377,Medium,Male,High,Experienced,Laboratory Technician,High,Married,5429,4,No,13,Excellent,Low,Medium,10,1,Better,8,7,7,7
31,Yes,Travel_Frequently,Sales,2,Bachelors,Life Sciences,1379,High,Female,Medium,Entry,Sales Representative,Very High,Single,2785,7,No,14,Excellent,High,None,3,3,Best,1,0,0,0
35,Yes,Travel_Frequently,Sales,18,Masters,Marketing,1380,Very High,Female,High,Experienced,Sales Executive,High,Married,4614,0,Yes,18,Excellent,High,Low,5,0,Good,4,2,3,2
38,No,Travel_Frequently,Research & Development,7,Bachelors,Life Sciences,1382,Very High,Male,Very High,Entry,Research Scientist,High,Divorced,2610,1,No,11,Excellent,Very High,High,4,2,Better,4,2,0,3
34,No,Travel_Rarely,Research & Development,2,Masters,Technical Degree,1383,High,Female,High,Experienced,Healthcare Representative,Very High,Single,6687,1,No,11,Excellent,Very High,None,14,2,Best,14,11,4,11
28,No,Travel_Rarely,Sales,26,Bachelors,Life Sciences,1387,High,Male,Medium,Experienced,Sales Executive,Low,Married,4724,1,No,11,Excellent,High,Low,5,0,Better,5,3,0,4
31,Yes,Travel_Rarely,Research & Development,22,Masters,Medical,1389,Very High,Male,High,Experienced,Manufacturing Director,High,Married,6179,1,Yes,15,Excellent,Very High,Medium,10,3,Good,10,2,6,7
39,No,Travel_Rarely,Sales,21,Masters,Life Sciences,1390,Low,Male,Medium,Experienced,Sales Executive,Very High,Married,6120,3,Yes,12,Excellent,Very High,Medium,8,2,Best,5,4,1,4
51,No,Travel_Frequently,Sales,2,Bachelors,Marketing,1391,Medium,Male,High,Senior,Sales Executive,Medium,Married,10596,2,No,11,Excellent,Medium,None,14,5,Better,4,2,3,2
41,No,Travel_Frequently,Research & Development,22,Bachelors,Life Sciences,1392,Very High,Female,High,Experienced,Research Scientist,Very High,Divorced,5467,3,Yes,14,Excellent,Low,Medium,12,4,Good,6,2,3,3
37,No,Travel_Rarely,Research & Development,4,Below College,Life Sciences,1394,High,Male,High,Entry,Research Scientist,High,Married,2996,7,Yes,15,Excellent,Very High,None,8,2,Better,6,4,1,3
33,No,Travel_Frequently,Sales,5,Below College,Life Sciences,1395,Medium,Male,High,Experienced,Sales Executive,Very High,Married,9998,6,No,13,Excellent,Low,None,8,2,Best,5,4,1,2
32,No,Travel_Rarely,Sales,2,Below College,Marketing,1396,High,Male,High,Experienced,Sales Executive,Medium,Married,4078,0,Yes,13,Excellent,Low,High,4,3,Good,3,2,1,2
39,No,Non-Travel,Research & Development,25,College,Life Sciences,1397,High,Male,High,Senior,Healthcare Representative,High,Married,10920,3,No,21,Outstanding,Medium,Low,13,2,Better,6,4,0,5
25,No,Travel_Rarely,Sales,18,Below College,Life Sciences,1399,Low,Male,Very High,Experienced,Sales Executive,High,Married,6232,2,No,11,Excellent,Medium,None,6,3,Good,3,2,1,2
52,No,Travel_Frequently,Research & Development,28,College,Medical,1401,Very High,Female,Very High,Manager,Manufacturing Director,High,Married,13247,2,Yes,11,Excellent,Medium,Low,24,3,Good,5,3,0,2
43,No,Travel_Rarely,Research & Development,6,Bachelors,Medical,1402,Low,Female,Medium,Experienced,Research Scientist,High,Single,4081,1,Yes,14,Excellent,Low,None,20,3,Bad,20,7,1,8
27,No,Travel_Rarely,Sales,10,Bachelors,Marketing,1403,Very High,Female,Medium,Experienced,Sales Executive,Very High,Married,5769,1,Yes,11,Excellent,Very High,None,6,3,Better,6,2,4,4
27,Yes,Travel_Rarely,Research & Development,17,Masters,Life Sciences,1405,Very High,Female,High,Entry,Research Scientist,High,Single,2394,1,Yes,13,Excellent,Very High,None,8,2,Better,8,2,7,7
26,No,Travel_Rarely,Research & Development,2,Below College,Medical,1407,Low,Male,Medium,Entry,Research Scientist,Very High,Single,3904,0,No,12,Excellent,Very High,None,5,2,Better,4,3,1,1
42,No,Travel_Rarely,Human Resources,10,Bachelors,Human Resources,1408,High,Female,High,Manager,Manager,Low,Married,16799,0,No,14,Excellent,High,Low,21,5,Better,20,7,0,9
52,No,Travel_Rarely,Research & Development,8,Masters,Other,1409,High,Female,High,Entry,Laboratory Technician,Low,Married,2950,9,No,13,Excellent,High,None,12,2,Bad,5,4,0,4
37,No,Travel_Rarely,Research & Development,11,Bachelors,Medical,1411,Low,Female,High,Entry,Laboratory Technician,High,Single,3629,4,No,18,Excellent,Low,None,8,6,Better,3,2,0,2
35,No,Travel_Frequently,Research & Development,18,College,Life Sciences,1412,High,Male,High,Senior,Manufacturing Director,Very High,Single,9362,2,No,11,Excellent,High,None,10,2,Better,2,2,2,2
25,No,Travel_Rarely,Research & Development,1,Bachelors,Technical Degree,1415,Low,Male,High,Entry,Laboratory Technician,Very High,Married,3229,4,No,11,Excellent,Medium,Low,7,2,Good,3,2,0,2
26,No,Travel_Rarely,Research & Development,7,Bachelors,Other,1417,High,Male,Very High,Entry,Laboratory Technician,Low,Single,3578,0,No,12,Excellent,Very High,None,8,2,Better,7,7,0,7
29,No,Travel_Rarely,Human Resources,17,Bachelors,Other,1419,Medium,Male,Medium,Senior,Human Resources,Low,Single,7988,1,No,13,Excellent,Low,None,10,3,Good,10,9,0,9
49,Yes,Travel_Frequently,Research & Development,28,College,Life Sciences,1420,Low,Male,Medium,Experienced,Laboratory Technician,Low,Single,4284,3,No,20,Outstanding,Low,None,20,2,Better,4,3,1,3
29,Yes,Travel_Frequently,Research & Development,14,Below College,Other,1421,High,Female,High,Senior,Healthcare Representative,Very High,Single,7553,0,Yes,12,Excellent,Low,None,9,1,Better,8,7,7,7
54,No,Travel_Rarely,Research & Development,1,Bachelors,Medical,1422,Very High,Female,High,Manager,Research Director,Very High,Single,17328,6,No,19,Excellent,Very High,None,29,3,Good,20,7,12,7
58,No,Travel_Rarely,Research & Development,1,Bachelors,Medical,1423,Very High,Female,High,Director,Research Director,Low,Married,19701,3,Yes,21,Outstanding,High,Low,32,3,Better,9,8,1,5
55,No,Travel_Rarely,Research & Development,1,Masters,Medical,1424,Medium,Male,Very High,Manager,Research Director,Very High,Divorced,14732,2,No,13,Excellent,Very High,Medium,31,4,Best,7,7,0,0
36,No,Travel_Rarely,Sales,3,Masters,Marketing,1425,Low,Female,High,Experienced,Sales Executive,Medium,Single,9278,3,Yes,16,Excellent,Very High,None,15,3,Better,5,4,0,1
31,Yes,Travel_Frequently,Sales,1,Masters,Life Sciences,1427,Medium,Female,Low,Entry,Sales Representative,High,Single,1359,1,No,12,Excellent,Medium,None,1,3,Better,1,0,0,0
30,No,Travel_Rarely,Sales,7,Masters,Marketing,1428,Very High,Female,High,Experienced,Sales Executive,Low,Divorced,4779,7,No,14,Excellent,Medium,Medium,8,3,Better,3,2,0,2
31,No,Travel_Rarely,Research & Development,8,Doctorate,Life Sciences,1430,Low,Female,High,Manager,Research Director,Medium,Single,16422,3,No,11,Excellent,High,None,9,3,Best,3,2,1,0
34,No,Travel_Frequently,Research & Development,1,Masters,Other,1431,Very High,Male,High,Entry,Research Scientist,Low,Divorced,2996,5,No,14,Excellent,High,Medium,10,2,Better,4,3,1,3
31,Yes,Travel_Rarely,Research & Development,8,Bachelors,Life Sciences,1433,Low,Female,Medium,Entry,Research Scientist,Medium,Single,1261,1,No,12,Excellent,High,None,1,3,Best,1,0,0,0
27,No,Travel_Rarely,Research & Development,11,Below College,Life Sciences,1434,Medium,Male,High,Entry,Laboratory Technician,Low,Married,2099,0,No,14,Excellent,Medium,None,6,3,Best,5,0,1,4
36,No,Travel_Rarely,Research & Development,4,Masters,Life Sciences,1435,Low,Male,Medium,Experienced,Laboratory Technician,Very High,Single,5810,1,No,16,Excellent,High,None,10,2,Good,10,4,1,8
36,No,Travel_Rarely,Sales,16,Masters,Marketing,1436,High,Female,Medium,Experienced,Sales Executive,Low,Married,5647,4,No,13,Excellent,Low,Medium,11,3,Good,3,2,0,2
47,No,Travel_Rarely,Research & Development,1,Bachelors,Technical Degree,1438,Low,Male,High,Entry,Research Scientist,Very High,Married,3420,7,No,12,Excellent,High,Low,17,2,Good,6,5,1,2
25,Yes,Travel_Rarely,Sales,9,College,Life Sciences,1439,Low,Male,Medium,Entry,Sales Representative,Low,Married,4400,3,No,12,Excellent,Low,None,6,2,Better,3,2,2,2
37,No,Non-Travel,Research & Development,5,College,Technical Degree,1440,High,Male,Very High,Entry,Laboratory Technician,High,Single,3500,0,No,14,Excellent,Low,None,7,2,Bad,6,5,1,3
56,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1441,Low,Female,High,Entry,Research Scientist,Low,Married,2066,2,No,22,Outstanding,Very High,Low,5,3,Best,3,2,1,0
47,No,Travel_Rarely,Research & Development,2,Masters,Medical,1443,Low,Female,High,Manager,Research Director,High,Married,17169,3,No,19,Excellent,Medium,Medium,26,2,Best,20,17,5,6
24,No,Travel_Rarely,Sales,4,Below College,Medical,1445,Very High,Female,High,Experienced,Sales Executive,High,Married,4162,1,Yes,12,Excellent,High,Medium,5,3,Better,5,4,0,3
32,No,Travel_Rarely,Sales,7,Doctorate,Marketing,1446,Very High,Male,High,Experienced,Sales Executive,Very High,Married,9204,4,No,12,Excellent,High,Low,7,3,Good,4,3,0,3
34,No,Travel_Rarely,Research & Development,1,Bachelors,Life Sciences,1447,Very High,Female,Medium,Entry,Laboratory Technician,Medium,Married,3294,5,No,17,Excellent,Low,Low,7,2,Good,5,4,0,2
41,No,Travel_Rarely,Research & Development,5,Doctorate,Medical,1448,Medium,Male,Very High,Entry,Research Scientist,High,Married,2127,2,Yes,12,Excellent,Low,None,7,5,Good,4,2,0,3
40,No,Non-Travel,Research & Development,9,Masters,Other,1449,High,Male,High,Experienced,Laboratory Technician,High,Divorced,3975,3,No,11,Excellent,High,Medium,11,2,Best,8,7,0,7
31,No,Travel_Rarely,Sales,8,College,Life Sciences,1453,Low,Male,High,Senior,Sales Executive,Very High,Divorced,10793,1,No,18,Excellent,Low,Low,13,5,Better,13,7,9,9
